evaluations raw_y
1 2.0000000000
5 3.0000000000
238 5.0000000000
2007 8.0000000000
27537 10.0000000000
41871 12.0000000000
100000 8.0000000000
evaluations raw_y
1 3.0000000000
739 4.0000000000
799 6.0000000000
3491 7.0000000000
8648 9.0000000000
10043 10.0000000000
23398 14.0000000000
100000 2.0000000000
evaluations raw_y
1 3.0000000000
603 6.0000000000
7625 7.0000000000
15272 9.0000000000
20044 10.0000000000
92006 11.0000000000
100000 1.0000000000
evaluations raw_y
1 1.0000000000
397 2.0000000000
501 5.0000000000
2560 8.0000000000
2641 11.0000000000
2703 15.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
115 1.0000000000
341 2.0000000000
409 9.0000000000
69295 15.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
104 2.0000000000
111 4.0000000000
1390 5.0000000000
2141 6.0000000000
2185 7.0000000000
18509 10.0000000000
85352 12.0000000000
100000 0.0000000000
evaluations raw_y
1 2.0000000000
1673 3.0000000000
2078 12.0000000000
35449 14.0000000000
100000 0.0000000000
evaluations raw_y
1 5.0000000000
2086 8.0000000000
7082 15.0000000000
100000 2.0000000000
evaluations raw_y
1 0.0000000000
219 2.0000000000
1200 3.0000000000
1636 5.0000000000
2624 6.0000000000
6599 7.0000000000
20058 8.0000000000
22900 9.0000000000
55859 16.0000000000
100000 4.0000000000
evaluations raw_y
1 1.0000000000
109 3.0000000000
170 4.0000000000
490 6.0000000000
501 7.0000000000
4146 10.0000000000
7904 13.0000000000
100000 2.0000000000
