evaluations raw_y
3499 4.0000000000
4617 5.0000000000
5704 6.0000000000
13148 8.0000000000
21519 11.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
316 2.0000000000
1918 3.0000000000
2821 5.0000000000
3840 6.0000000000
53835 7.0000000000
69923 9.0000000000
99905 12.0000000000
100000 2.0000000000
evaluations raw_y
1 5.0000000000
4 12.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
168 1.0000000000
1408 2.0000000000
2604 5.0000000000
4357 7.0000000000
7259 8.0000000000
7654 12.0000000000
100000 1.0000000000
evaluations raw_y
1 2.0000000000
2 3.0000000000
14514 4.0000000000
14925 6.0000000000
15080 9.0000000000
41515 10.0000000000
47591 11.0000000000
81601 13.0000000000
100000 1.0000000000
evaluations raw_y
1 3.0000000000
11 5.0000000000
30 6.0000000000
44 7.0000000000
110 10.0000000000
189 11.0000000000
208 14.0000000000
500 15.0000000000
876 17.0000000000
1245 18.0000000000
2565 19.0000000000
2840 21.0000000000
3870 25.0000000000
4168 27.0000000000
4576 28.0000000000
4771 29.0000000000
4796 31.0000000000
5203 34.0000000000
5379 35.0000000000
5461 38.0000000000
5551 42.0000000000
6159 44.0000000000
6360 46.0000000000
6596 48.0000000000
7089 49.0000000000
7397 50.0000000000
7455 51.0000000000
7661 52.0000000000
8713 56.0000000000
8979 57.0000000000
9033 58.0000000000
9084 59.0000000000
9307 61.0000000000
9364 63.0000000000
9539 64.0000000000
9648 65.0000000000
10182 66.0000000000
10261 67.0000000000
10707 69.0000000000
11060 70.0000000000
11353 71.0000000000
11544 73.0000000000
11617 74.0000000000
11777 75.0000000000
11972 79.0000000000
12136 83.0000000000
12563 86.0000000000
12682 91.0000000000
13663 92.0000000000
13785 95.0000000000
13997 97.0000000000
14293 99.0000000000
14723 100.0000000000
evaluations raw_y
1 62.0000000000
3 99.0000000000
299 100.0000000000
evaluations raw_y
1 99.0000000000
281 100.0000000000
evaluations raw_y
1 37.0000000000
2 99.0000000000
42 100.0000000000
evaluations raw_y
1 15.0000000000
2 99.0000000000
684 100.0000000000
evaluations raw_y
1 99.0000000000
137 100.0000000000
evaluations raw_y
1 89.0000000000
2 99.0000000000
69 100.0000000000
evaluations raw_y
1 20.0000000000
2 82.0000000000
3 99.0000000000
452 100.0000000000
evaluations raw_y
1 99.0000000000
881 100.0000000000
evaluations raw_y
1 19.0000000000
2 99.0000000000
412 100.0000000000
evaluations raw_y
1 2.0000000000
4 6.0000000000
734 8.0000000000
762 9.0000000000
1102 11.0000000000
85441 13.0000000000
90326 17.0000000000
100000 1.0000000000
evaluations raw_y
1 3.0000000000
19 5.0000000000
142 8.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
119 1.0000000000
286 4.0000000000
12815 5.0000000000
14140 6.0000000000
22381 8.0000000000
28047 9.0000000000
53981 12.0000000000
56854 13.0000000000
100000 1.0000000000
evaluations raw_y
1 1.0000000000
7 2.0000000000
1630 4.0000000000
5316 6.0000000000
19349 7.0000000000
19656 10.0000000000
100000 1.0000000000
evaluations raw_y
1 1.0000000000
414 4.0000000000
2750 8.0000000000
36547 10.0000000000
91939 11.0000000000
100000 6.0000000000
evaluations raw_y
1 3.0000000000
2 5.0000000000
5 6.0000000000
404 11.0000000000
734 13.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
16 1.0000000000
2591 3.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
44 1.0000000000
476 2.0000000000
2408 4.0000000000
21294 8.0000000000
41045 10.0000000000
100000 0.0000000000
evaluations raw_y
1 2.0000000000
59 9.0000000000
9937 10.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
202 2.0000000000
1159 3.0000000000
24094 4.0000000000
24898 7.0000000000
100000 3.0000000000
