evaluations raw_y
1 0.0000000000
2 4.0000000000
42 5.0000000000
47 8.0000000000
322 10.0000000000
797 11.0000000000
1606 12.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
3 3.0000000000
28 8.0000000000
179 9.0000000000
381 10.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
2 1.0000000000
4 2.0000000000
6 3.0000000000
13 6.0000000000
53 8.0000000000
915 9.0000000000
2010 10.0000000000
49703 12.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
5 1.0000000000
8 6.0000000000
41 8.0000000000
182 10.0000000000
354 11.0000000000
100000 1.0000000000
evaluations raw_y
1 6.0000000000
121 8.0000000000
163 9.0000000000
400 10.0000000000
100000 2.0000000000
evaluations raw_y
1 0.0000000000
2 1.0000000000
8 4.0000000000
42 6.0000000000
63 11.0000000000
761 15.0000000000
100000 3.0000000000
evaluations raw_y
1 0.0000000000
2 1.0000000000
9 2.0000000000
17 3.0000000000
19 6.0000000000
177 10.0000000000
42387 11.0000000000
48161 12.0000000000
48999 13.0000000000
49081 21.0000000000
100000 0.0000000000
evaluations raw_y
1 2.0000000000
6 5.0000000000
18 7.0000000000
152 9.0000000000
94738 12.0000000000
99166 13.0000000000
100000 0.0000000000
evaluations raw_y
1 1.0000000000
2 2.0000000000
8 3.0000000000
11 4.0000000000
56 5.0000000000
71 6.0000000000
143 8.0000000000
209 11.0000000000
100000 0.0000000000
evaluations raw_y
1 0.0000000000
2 2.0000000000
13 3.0000000000
16 4.0000000000
65 7.0000000000
443 8.0000000000
706 9.0000000000
60937 12.0000000000
100000 1.0000000000
